"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-60.42","53.32","GOOSE A","8501900","1993-01-01","1993","01","01","","-20.1","","-28.5","","-24.3","","42.3","","0.0","","0.0","","0.0","","0.0","","13","","26","","44",""
"-60.42","53.32","GOOSE A","8501900","1993-01-02","1993","01","02","","","","","","","","","","","","","","","","","","","","","","",""
"-60.42","53.32","GOOSE A","8501900","1993-01-03","1993","01","03","","","","","","","","","","","","","","","","","","","","","","",""
"-60.42","53.32","GOOSE A","8501900","1993-01-04","1993","01","04","","","","","","","","","","","","","","","","","","","","","","",""
"-60.42","53.32","GOOSE A","8501900","1993-01-05","1993","01","05","","-8.1","","-23.6","","-15.9","","33.9","","0.0","","0.0","","0.0","","0.0","","10","","","M","<31",""
"-60.42","53.32","GOOSE A","8501900","1993-01-06","1993","01","06","","-19.6","","-24.8","","-22.2","","40.2","","0.0","","0.0","","0.0","","0.0","","10","","26","","35",""
"-60.42","53.32","GOOSE A","8501900","1993-01-07","1993","01","07","","-12.7","","-25.7","","-19.2","","37.2","","0.0","","0.0","","0.0","T","0.0","T","9","","","M","<31",""
"-60.42","53.32","GOOSE A","8501900","1993-01-08","1993","01","08","","-19.6","","-28.6","","-24.1","","42.1","","0.0","","0.0","","0.0","","0.0","","9","","27","","33",""
"-60.42","53.32","GOOSE A","8501900","1993-01-09","1993","01","09","","-25.3","","-30.2","","-27.8","","45.8","","0.0","","0.0","","0.0","","0.0","","9","","26","","56",""
"-60.42","53.32","GOOSE A","8501900","1993-01-10","1993","01","10","","-15.0","","-28.9","","-22.0","","40.0","","0.0","","0.0","","0.0","T","0.0","T","9","","26","","56",""
"-60.42","53.32","GOOSE A","8501900","1993-01-11","1993","01","11","","-11.0","","-16.1","","-13.6","","31.6","","0.0","","0.0","","0.0","","0.0","","9","","30","","48",""
"-60.42","53.32","GOOSE A","8501900","1993-01-12","1993","01","12","","","","","","","","","","","","","","","","","","","","","","",""
"-60.42","53.32","GOOSE A","8501900","1993-01-13","1993","01","13","","-19.9","","-28.1","","-24.0","","42.0","","0.0","","0.0","","0.0","","0.0","","9","","29","","37",""
"-60.42","53.32","GOOSE A","8501900","1993-01-14","1993","01","14","","-17.5","","-28.4","","-23.0","","41.0","","0.0","","0.0","","0.0","","0.0","","9","","27","","50",""
